match_number,team_a_source,team_b_source,team_a_source_type,team_b_source_type,team_a_group,team_a_position,team_b_group_options,team_b_position,source,confidence,notes,mapping_section,round,winner_to_match,loser_to_match_if_applicable,option_number,qualified_third_groups,slot_1A,slot_1B,slot_1D,slot_1E,slot_1G,slot_1I,slot_1K,slot_1L
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,202.0,"A,C,G,H,I,J,K,L",3H,3J,3I,3C,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,203.0,"A,C,F,H,I,J,K,L",3H,3J,3I,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,204.0,"A,C,F,G,I,J,K,L",3I,3G,3J,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,205.0,"A,C,F,G,H,J,K,L",3H,3G,3J,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,206.0,"A,C,F,G,H,I,K,L",3H,3G,3I,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,207.0,"A,C,F,G,H,I,J,L",3H,3G,3J,3C,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,208.0,"A,C,F,G,H,I,J,K",3H,3G,3J,3C,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,209.0,"A,C,E,H,I,J,K,L",3E,3J,3I,3C,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,210.0,"A,C,E,G,I,J,K,L",3E,3J,3I,3C,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,211.0,"A,C,E,G,H,J,K,L",3E,3G,3J,3C,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,212.0,"A,C,E,G,H,I,K,L",3E,3G,3I,3C,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,213.0,"A,C,E,G,H,I,J,L",3E,3G,3J,3C,3A,3H,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,214.0,"A,C,E,G,H,I,J,K",3E,3G,3J,3C,3A,3H,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,215.0,"A,C,E,F,I,J,K,L",3E,3J,3I,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,216.0,"A,C,E,F,H,J,K,L",3H,3J,3E,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,217.0,"A,C,E,F,H,I,K,L",3H,3E,3I,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,218.0,"A,C,E,F,H,I,J,L",3H,3J,3E,3C,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,219.0,"A,C,E,F,H,I,J,K",3H,3J,3E,3C,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,220.0,"A,C,E,F,G,J,K,L",3E,3G,3J,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,221.0,"A,C,E,F,G,I,K,L",3E,3G,3I,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,222.0,"A,C,E,F,G,I,J,L",3E,3G,3J,3C,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,223.0,"A,C,E,F,G,I,J,K",3E,3G,3J,3C,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,224.0,"A,C,E,F,G,H,K,L",3H,3G,3E,3C,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,225.0,"A,C,E,F,G,H,J,L",3H,3G,3J,3C,3A,3F,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,226.0,"A,C,E,F,G,H,J,K",3H,3G,3J,3C,3A,3F,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,227.0,"A,C,E,F,G,H,I,L",3H,3G,3E,3C,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,228.0,"A,C,E,F,G,H,I,K",3H,3G,3E,3C,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,229.0,"A,C,E,F,G,H,I,J",3H,3G,3J,3C,3A,3F,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,230.0,"A,C,D,H,I,J,K,L",3H,3J,3I,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,231.0,"A,C,D,G,I,J,K,L",3I,3G,3J,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,232.0,"A,C,D,G,H,J,K,L",3H,3G,3J,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,233.0,"A,C,D,G,H,I,K,L",3H,3G,3I,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,234.0,"A,C,D,G,H,I,J,L",3H,3G,3J,3C,3A,3D,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,235.0,"A,C,D,G,H,I,J,K",3H,3G,3J,3C,3A,3D,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,236.0,"A,C,D,F,I,J,K,L",3C,3J,3I,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,237.0,"A,C,D,F,H,J,K,L",3H,3J,3F,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,238.0,"A,C,D,F,H,I,K,L",3H,3F,3I,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,239.0,"A,C,D,F,H,I,J,L",3H,3J,3F,3C,3A,3D,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,240.0,"A,C,D,F,H,I,J,K",3H,3J,3F,3C,3A,3D,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,241.0,"A,C,D,F,G,J,K,L",3C,3G,3J,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,242.0,"A,C,D,F,G,I,K,L",3C,3G,3I,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,243.0,"A,C,D,F,G,I,J,L",3C,3G,3J,3D,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,244.0,"A,C,D,F,G,I,J,K",3C,3G,3J,3D,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,245.0,"A,C,D,F,G,H,K,L",3H,3G,3F,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,246.0,"A,C,D,F,G,H,J,L",3C,3G,3J,3D,3A,3F,3L,3H
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,247.0,"A,C,D,F,G,H,J,K",3H,3G,3J,3C,3A,3F,3D,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,248.0,"A,C,D,F,G,H,I,L",3H,3G,3F,3C,3A,3D,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,249.0,"A,C,D,F,G,H,I,K",3H,3G,3F,3C,3A,3D,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,250.0,"A,C,D,F,G,H,I,J",3H,3G,3J,3C,3A,3F,3D,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,251.0,"A,C,D,E,I,J,K,L",3E,3J,3I,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,252.0,"A,C,D,E,H,J,K,L",3H,3J,3E,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,253.0,"A,C,D,E,H,I,K,L",3H,3E,3I,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,254.0,"A,C,D,E,H,I,J,L",3H,3J,3E,3C,3A,3D,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,255.0,"A,C,D,E,H,I,J,K",3H,3J,3E,3C,3A,3D,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,256.0,"A,C,D,E,G,J,K,L",3E,3G,3J,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,257.0,"A,C,D,E,G,I,K,L",3E,3G,3I,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,258.0,"A,C,D,E,G,I,J,L",3E,3G,3J,3C,3A,3D,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,259.0,"A,C,D,E,G,I,J,K",3E,3G,3J,3C,3A,3D,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,260.0,"A,C,D,E,G,H,K,L",3H,3G,3E,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,261.0,"A,C,D,E,G,H,J,L",3H,3G,3J,3C,3A,3D,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,262.0,"A,C,D,E,G,H,J,K",3H,3G,3J,3C,3A,3D,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,263.0,"A,C,D,E,G,H,I,L",3H,3G,3E,3C,3A,3D,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,264.0,"A,C,D,E,G,H,I,K",3H,3G,3E,3C,3A,3D,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,265.0,"A,C,D,E,G,H,I,J",3H,3G,3J,3C,3A,3D,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,266.0,"A,C,D,E,F,J,K,L",3C,3J,3E,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,267.0,"A,C,D,E,F,I,K,L",3C,3E,3I,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,268.0,"A,C,D,E,F,I,J,L",3C,3J,3E,3D,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,269.0,"A,C,D,E,F,I,J,K",3C,3J,3E,3D,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,270.0,"A,C,D,E,F,H,K,L",3H,3E,3F,3C,3A,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,271.0,"A,C,D,E,F,H,J,L",3H,3J,3F,3C,3A,3D,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,272.0,"A,C,D,E,F,H,J,K",3H,3J,3E,3C,3A,3F,3D,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,273.0,"A,C,D,E,F,H,I,L",3H,3E,3F,3C,3A,3D,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,274.0,"A,C,D,E,F,H,I,K",3H,3E,3F,3C,3A,3D,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,275.0,"A,C,D,E,F,H,I,J",3H,3J,3E,3C,3A,3F,3D,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,276.0,"A,C,D,E,F,G,K,L",3C,3G,3E,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,277.0,"A,C,D,E,F,G,J,L",3C,3G,3J,3D,3A,3F,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,278.0,"A,C,D,E,F,G,J,K",3C,3G,3J,3D,3A,3F,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,279.0,"A,C,D,E,F,G,I,L",3C,3G,3E,3D,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,280.0,"A,C,D,E,F,G,I,K",3C,3G,3E,3D,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,281.0,"A,C,D,E,F,G,I,J",3C,3G,3J,3D,3A,3F,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,282.0,"A,C,D,E,F,G,H,L",3H,3G,3F,3C,3A,3D,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,283.0,"A,C,D,E,F,G,H,K",3H,3G,3E,3C,3A,3F,3D,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,284.0,"A,C,D,E,F,G,H,J",3H,3G,3J,3C,3A,3F,3D,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,285.0,"A,C,D,E,F,G,H,I",3H,3G,3E,3C,3A,3F,3D,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,286.0,"A,B,G,H,I,J,K,L",3H,3J,3B,3A,3I,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,287.0,"A,B,F,H,I,J,K,L",3H,3J,3B,3A,3I,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,288.0,"A,B,F,G,I,J,K,L",3I,3J,3B,3F,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,289.0,"A,B,F,G,H,J,K,L",3H,3J,3B,3F,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,290.0,"A,B,F,G,H,I,K,L",3H,3G,3B,3A,3I,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,291.0,"A,B,F,G,H,I,J,L",3H,3J,3B,3F,3A,3G,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,292.0,"A,B,F,G,H,I,J,K",3H,3J,3B,3F,3A,3G,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,293.0,"A,B,E,H,I,J,K,L",3E,3J,3B,3A,3I,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,294.0,"A,B,E,G,I,J,K,L",3E,3J,3B,3A,3I,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,295.0,"A,B,E,G,H,J,K,L",3E,3J,3B,3A,3H,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,296.0,"A,B,E,G,H,I,K,L",3E,3G,3B,3A,3I,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,297.0,"A,B,E,G,H,I,J,L",3E,3J,3B,3A,3H,3G,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,298.0,"A,B,E,G,H,I,J,K",3E,3J,3B,3A,3H,3G,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,299.0,"A,B,E,F,I,J,K,L",3E,3J,3B,3A,3I,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,300.0,"A,B,E,F,H,J,K,L",3E,3J,3B,3F,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,301.0,"A,B,E,F,H,I,K,L",3E,3I,3B,3F,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,302.0,"A,B,E,F,H,I,J,L",3E,3J,3B,3F,3A,3H,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,303.0,"A,B,E,F,H,I,J,K",3E,3J,3B,3F,3A,3H,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,304.0,"A,B,E,F,G,J,K,L",3E,3J,3B,3F,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,305.0,"A,B,E,F,G,I,K,L",3E,3G,3B,3A,3I,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,306.0,"A,B,E,F,G,I,J,L",3E,3J,3B,3F,3A,3G,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,307.0,"A,B,E,F,G,I,J,K",3E,3J,3B,3F,3A,3G,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,308.0,"A,B,E,F,G,H,K,L",3E,3G,3B,3F,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,309.0,"A,B,E,F,G,H,J,L",3H,3J,3B,3F,3A,3G,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,310.0,"A,B,E,F,G,H,J,K",3H,3J,3B,3F,3A,3G,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,311.0,"A,B,E,F,G,H,I,L",3E,3G,3B,3F,3A,3H,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,312.0,"A,B,E,F,G,H,I,K",3E,3G,3B,3F,3A,3H,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,313.0,"A,B,E,F,G,H,I,J",3H,3J,3B,3F,3A,3G,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,314.0,"A,B,D,H,I,J,K,L",3I,3J,3B,3D,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,315.0,"A,B,D,G,I,J,K,L",3I,3J,3B,3D,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,316.0,"A,B,D,G,H,J,K,L",3H,3J,3B,3D,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,317.0,"A,B,D,G,H,I,K,L",3I,3G,3B,3D,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,318.0,"A,B,D,G,H,I,J,L",3H,3J,3B,3D,3A,3G,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,319.0,"A,B,D,G,H,I,J,K",3H,3J,3B,3D,3A,3G,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,320.0,"A,B,D,F,I,J,K,L",3I,3J,3B,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,321.0,"A,B,D,F,H,J,K,L",3H,3J,3B,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,322.0,"A,B,D,F,H,I,K,L",3H,3I,3B,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,323.0,"A,B,D,F,H,I,J,L",3H,3J,3B,3D,3A,3F,3L,3I
