match_number,team_a_source,team_b_source,team_a_source_type,team_b_source_type,team_a_group,team_a_position,team_b_group_options,team_b_position,source,confidence,notes,mapping_section,round,winner_to_match,loser_to_match_if_applicable,option_number,qualified_third_groups,slot_1A,slot_1B,slot_1D,slot_1E,slot_1G,slot_1I,slot_1K,slot_1L
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,80.0,"B,D,E,F,G,H,I,K",3E,3G,3B,3D,3H,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,81.0,"B,D,E,F,G,H,I,J",3H,3G,3B,3D,3J,3F,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,82.0,"B,C,G,H,I,J,K,L",3H,3J,3B,3C,3I,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,83.0,"B,C,F,H,I,J,K,L",3H,3J,3B,3C,3I,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,84.0,"B,C,F,G,I,J,K,L",3I,3G,3B,3C,3J,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,85.0,"B,C,F,G,H,J,K,L",3H,3G,3B,3C,3J,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,86.0,"B,C,F,G,H,I,K,L",3H,3G,3B,3C,3I,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,87.0,"B,C,F,G,H,I,J,L",3H,3G,3B,3C,3J,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,88.0,"B,C,F,G,H,I,J,K",3H,3G,3B,3C,3J,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,89.0,"B,C,E,H,I,J,K,L",3E,3J,3B,3C,3I,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,90.0,"B,C,E,G,I,J,K,L",3E,3J,3B,3C,3I,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,91.0,"B,C,E,G,H,J,K,L",3E,3J,3B,3C,3H,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,92.0,"B,C,E,G,H,I,K,L",3E,3G,3B,3C,3I,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,93.0,"B,C,E,G,H,I,J,L",3E,3J,3B,3C,3H,3G,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,94.0,"B,C,E,G,H,I,J,K",3E,3J,3B,3C,3H,3G,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,95.0,"B,C,E,F,I,J,K,L",3E,3J,3B,3C,3I,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,96.0,"B,C,E,F,H,J,K,L",3E,3J,3B,3C,3H,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,97.0,"B,C,E,F,H,I,K,L",3E,3I,3B,3C,3H,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,98.0,"B,C,E,F,H,I,J,L",3E,3J,3B,3C,3H,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,99.0,"B,C,E,F,H,I,J,K",3E,3J,3B,3C,3H,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,100.0,"B,C,E,F,G,J,K,L",3E,3G,3B,3C,3J,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,101.0,"B,C,E,F,G,I,K,L",3E,3G,3B,3C,3I,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,102.0,"B,C,E,F,G,I,J,L",3E,3G,3B,3C,3J,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,103.0,"B,C,E,F,G,I,J,K",3E,3G,3B,3C,3J,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,104.0,"B,C,E,F,G,H,K,L",3E,3G,3B,3C,3H,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,105.0,"B,C,E,F,G,H,J,L",3H,3G,3B,3C,3J,3F,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,106.0,"B,C,E,F,G,H,J,K",3H,3G,3B,3C,3J,3F,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,107.0,"B,C,E,F,G,H,I,L",3E,3G,3B,3C,3H,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,108.0,"B,C,E,F,G,H,I,K",3E,3G,3B,3C,3H,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,109.0,"B,C,E,F,G,H,I,J",3H,3G,3B,3C,3J,3F,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,110.0,"B,C,D,H,I,J,K,L",3H,3J,3B,3C,3I,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,111.0,"B,C,D,G,I,J,K,L",3I,3G,3B,3C,3J,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,112.0,"B,C,D,G,H,J,K,L",3H,3G,3B,3C,3J,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,113.0,"B,C,D,G,H,I,K,L",3H,3G,3B,3C,3I,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,114.0,"B,C,D,G,H,I,J,L",3H,3G,3B,3C,3J,3D,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,115.0,"B,C,D,G,H,I,J,K",3H,3G,3B,3C,3J,3D,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,116.0,"B,C,D,F,I,J,K,L",3C,3J,3B,3D,3I,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,117.0,"B,C,D,F,H,J,K,L",3C,3J,3B,3D,3H,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,118.0,"B,C,D,F,H,I,K,L",3C,3I,3B,3D,3H,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,119.0,"B,C,D,F,H,I,J,L",3C,3J,3B,3D,3H,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,120.0,"B,C,D,F,H,I,J,K",3C,3J,3B,3D,3H,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,121.0,"B,C,D,F,G,J,K,L",3C,3G,3B,3D,3J,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,122.0,"B,C,D,F,G,I,K,L",3C,3G,3B,3D,3I,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,123.0,"B,C,D,F,G,I,J,L",3C,3G,3B,3D,3J,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,124.0,"B,C,D,F,G,I,J,K",3C,3G,3B,3D,3J,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,125.0,"B,C,D,F,G,H,K,L",3C,3G,3B,3D,3H,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,126.0,"B,C,D,F,G,H,J,L",3C,3G,3B,3D,3H,3F,3L,3J
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,127.0,"B,C,D,F,G,H,J,K",3H,3G,3B,3C,3J,3F,3D,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,128.0,"B,C,D,F,G,H,I,L",3C,3G,3B,3D,3H,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,129.0,"B,C,D,F,G,H,I,K",3C,3G,3B,3D,3H,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,130.0,"B,C,D,F,G,H,I,J",3H,3G,3B,3C,3J,3F,3D,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,131.0,"B,C,D,E,I,J,K,L",3E,3J,3B,3C,3I,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,132.0,"B,C,D,E,H,J,K,L",3E,3J,3B,3C,3H,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,133.0,"B,C,D,E,H,I,K,L",3E,3I,3B,3C,3H,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,134.0,"B,C,D,E,H,I,J,L",3E,3J,3B,3C,3H,3D,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,135.0,"B,C,D,E,H,I,J,K",3E,3J,3B,3C,3H,3D,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,136.0,"B,C,D,E,G,J,K,L",3E,3G,3B,3C,3J,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,137.0,"B,C,D,E,G,I,K,L",3E,3G,3B,3C,3I,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,138.0,"B,C,D,E,G,I,J,L",3E,3G,3B,3C,3J,3D,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,139.0,"B,C,D,E,G,I,J,K",3E,3G,3B,3C,3J,3D,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,140.0,"B,C,D,E,G,H,K,L",3E,3G,3B,3C,3H,3D,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,141.0,"B,C,D,E,G,H,J,L",3H,3G,3B,3C,3J,3D,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,142.0,"B,C,D,E,G,H,J,K",3H,3G,3B,3C,3J,3D,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,143.0,"B,C,D,E,G,H,I,L",3E,3G,3B,3C,3H,3D,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,144.0,"B,C,D,E,G,H,I,K",3E,3G,3B,3C,3H,3D,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,145.0,"B,C,D,E,G,H,I,J",3H,3G,3B,3C,3J,3D,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,146.0,"B,C,D,E,F,J,K,L",3C,3J,3B,3D,3E,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,147.0,"B,C,D,E,F,I,K,L",3C,3E,3B,3D,3I,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,148.0,"B,C,D,E,F,I,J,L",3C,3J,3B,3D,3E,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,149.0,"B,C,D,E,F,I,J,K",3C,3J,3B,3D,3E,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,150.0,"B,C,D,E,F,H,K,L",3C,3E,3B,3D,3H,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,151.0,"B,C,D,E,F,H,J,L",3C,3J,3B,3D,3H,3F,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,152.0,"B,C,D,E,F,H,J,K",3C,3J,3B,3D,3H,3F,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,153.0,"B,C,D,E,F,H,I,L",3C,3E,3B,3D,3H,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,154.0,"B,C,D,E,F,H,I,K",3C,3E,3B,3D,3H,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,155.0,"B,C,D,E,F,H,I,J",3C,3J,3B,3D,3H,3F,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,156.0,"B,C,D,E,F,G,K,L",3C,3G,3B,3D,3E,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,157.0,"B,C,D,E,F,G,J,L",3C,3G,3B,3D,3J,3F,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,158.0,"B,C,D,E,F,G,J,K",3C,3G,3B,3D,3J,3F,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,159.0,"B,C,D,E,F,G,I,L",3C,3G,3B,3D,3E,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,160.0,"B,C,D,E,F,G,I,K",3C,3G,3B,3D,3E,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,161.0,"B,C,D,E,F,G,I,J",3C,3G,3B,3D,3J,3F,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,162.0,"B,C,D,E,F,G,H,L",3C,3G,3B,3D,3H,3F,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,163.0,"B,C,D,E,F,G,H,K",3C,3G,3B,3D,3H,3F,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,164.0,"B,C,D,E,F,G,H,J",3H,3G,3B,3C,3J,3F,3D,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,165.0,"B,C,D,E,F,G,H,I",3C,3G,3B,3D,3H,3F,3E,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,166.0,"A,F,G,H,I,J,K,L",3H,3J,3I,3F,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,167.0,"A,E,G,H,I,J,K,L",3E,3J,3I,3A,3H,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,168.0,"A,E,F,H,I,J,K,L",3E,3J,3I,3F,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,169.0,"A,E,F,G,I,J,K,L",3E,3J,3I,3F,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,170.0,"A,E,F,G,H,J,K,L",3E,3G,3J,3F,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,171.0,"A,E,F,G,H,I,K,L",3E,3G,3I,3F,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,172.0,"A,E,F,G,H,I,J,L",3E,3G,3J,3F,3A,3H,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,173.0,"A,E,F,G,H,I,J,K",3E,3G,3J,3F,3A,3H,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,174.0,"A,D,G,H,I,J,K,L",3H,3J,3I,3D,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,175.0,"A,D,F,H,I,J,K,L",3H,3J,3I,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,176.0,"A,D,F,G,I,J,K,L",3I,3G,3J,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,177.0,"A,D,F,G,H,J,K,L",3H,3G,3J,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,178.0,"A,D,F,G,H,I,K,L",3H,3G,3I,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,179.0,"A,D,F,G,H,I,J,L",3H,3G,3J,3D,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,180.0,"A,D,F,G,H,I,J,K",3H,3G,3J,3D,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,181.0,"A,D,E,H,I,J,K,L",3E,3J,3I,3D,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,182.0,"A,D,E,G,I,J,K,L",3E,3J,3I,3D,3A,3G,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,183.0,"A,D,E,G,H,J,K,L",3E,3G,3J,3D,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,184.0,"A,D,E,G,H,I,K,L",3E,3G,3I,3D,3A,3H,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,185.0,"A,D,E,G,H,I,J,L",3E,3G,3J,3D,3A,3H,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,186.0,"A,D,E,G,H,I,J,K",3E,3G,3J,3D,3A,3H,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,187.0,"A,D,E,F,I,J,K,L",3E,3J,3I,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,188.0,"A,D,E,F,H,J,K,L",3H,3J,3E,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,189.0,"A,D,E,F,H,I,K,L",3H,3E,3I,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,190.0,"A,D,E,F,H,I,J,L",3H,3J,3E,3D,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,191.0,"A,D,E,F,H,I,J,K",3H,3J,3E,3D,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,192.0,"A,D,E,F,G,J,K,L",3E,3G,3J,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,193.0,"A,D,E,F,G,I,K,L",3E,3G,3I,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,194.0,"A,D,E,F,G,I,J,L",3E,3G,3J,3D,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,195.0,"A,D,E,F,G,I,J,K",3E,3G,3J,3D,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,196.0,"A,D,E,F,G,H,K,L",3H,3G,3E,3D,3A,3F,3L,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,197.0,"A,D,E,F,G,H,J,L",3H,3G,3J,3D,3A,3F,3L,3E
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,198.0,"A,D,E,F,G,H,J,K",3H,3G,3J,3D,3A,3F,3E,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,199.0,"A,D,E,F,G,H,I,L",3H,3G,3E,3D,3A,3F,3L,3I
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,200.0,"A,D,E,F,G,H,I,K",3H,3G,3E,3D,3A,3F,3I,3K
,,,,,,,,,"FIFA World Cup 26 Regulations, Articles 12.6-12.11 and Annexe C",,Extracted from Annexe C text table.,annex_c,,,,201.0,"A,D,E,F,G,H,I,J",3H,3G,3J,3D,3A,3F,3E,3I
